student,professor,score,matched_role,student_role
Michael Orozco,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Nicholas Lloyd,Jessica Davis,0.0,['TA'],Grader
Nicholas Lloyd,Marie Wilkinson,0.0,['RA'],Grader
Gregory Collins,Jennifer Harper,0.0,['RA'],TA
David Anderson,Joshua Ross,0.0,['TA'],RA
David Anderson,Michael Soto,0.0,['Grader'],RA
David Anderson,Diana Parker,0.0,"['Grader', 'TA']",RA
David Anderson,Jessica Davis,0.0,['TA'],RA
Natasha Keller,Michael Soto,0.0,['Grader'],TA
Brandon Ruiz,Tony Singh,0.0,['RA'],TA
Brandon Ruiz,Jennifer Harper,0.0,['RA'],TA
Patrick Johnson,Michael Soto,0.0,['Grader'],RA
David Anderson,Alan Butler,0.0,"['TA', 'Grader']",RA
Jennifer Berry,Joshua Ross,0.0,['TA'],RA
Jennifer Berry,Michael Soto,0.0,['Grader'],RA
Jennifer Berry,Diana Parker,0.0,"['Grader', 'TA']",RA
Jennifer Berry,Jessica Davis,0.0,['TA'],RA
Jennifer Berry,Alan Butler,0.0,"['TA', 'Grader']",RA
April George,Joshua Ross,0.0,['TA'],RA
Robin Landry,Joshua Ross,0.0,['TA'],RA
Robin Landry,Diana Parker,0.0,"['Grader', 'TA']",RA
Robin Landry,Jessica Davis,0.0,['TA'],RA
Dana White,Tony Singh,0.0,['RA'],Grader
Dana White,Jennifer Harper,0.0,['RA'],Grader
Rebekah White,Jessica Davis,0.0,['TA'],Grader
Rebekah White,Marie Wilkinson,0.0,['RA'],Grader
Rebekah White,Tony Singh,0.0,['RA'],Grader
Rebekah White,Jennifer Harper,0.0,['RA'],Grader
Jared Gross,Joshua Ross,0.0,['TA'],RA
Jared Gross,Michael Soto,0.0,['Grader'],RA
Jared Gross,Jessica Davis,0.0,['TA'],RA
Jared Gross,Alan Butler,0.0,"['TA', 'Grader']",RA
Gregory Collins,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Gregory Collins,Michael Soto,0.0,['Grader'],TA
Gregory Collins,Tony Singh,0.0,['RA'],TA
Jorge Vasquez,Jennifer Harper,0.0,['RA'],Grader
Penny Walsh,Joshua Ross,0.0,['TA'],RA
Patrick Johnson,Diana Parker,0.0,"['Grader', 'TA']",RA
Patrick Johnson,Jessica Davis,0.0,['TA'],RA
Ashley Robles,Joshua Ross,0.0,['TA'],RA
Natasha Keller,Tony Singh,0.0,['RA'],TA
Jennifer Lambert,Jessica Davis,0.0,['TA'],Grader
Penny Walsh,Michael Soto,0.0,['Grader'],RA
Penny Walsh,Diana Parker,0.0,"['Grader', 'TA']",RA
Penny Walsh,Jessica Davis,0.0,['TA'],RA
Penny Walsh,Alan Butler,0.0,"['TA', 'Grader']",RA
Carlos Morales,Joshua Ross,0.0,['TA'],RA
Carlos Morales,Michael Soto,0.0,['Grader'],RA
Carlos Morales,Diana Parker,0.0,"['Grader', 'TA']",RA
Carlos Morales,Jessica Davis,0.0,['TA'],RA
Carlos Morales,Alan Butler,0.0,"['TA', 'Grader']",RA
Scott James,Diana Parker,0.0,"['Grader', 'TA']",RA
Scott James,Jessica Davis,0.0,['TA'],RA
Scott James,Alan Butler,0.0,"['TA', 'Grader']",RA
Jennifer Miller,Diana Parker,0.0,"['Grader', 'TA']",RA
Jennifer Miller,Jessica Davis,0.0,['TA'],RA
Diana Ross,Michael Soto,0.0,['Grader'],RA
Nicole Terry,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Nicole Terry,Michael Soto,0.0,['Grader'],TA
Nicole Terry,Tony Singh,0.0,['RA'],TA
Nicole Terry,Jennifer Harper,0.0,['RA'],TA
Angela Salazar,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Angela Salazar,Michael Soto,0.0,['Grader'],TA
Lisa Davis,Tony Singh,0.0,['RA'],Grader
Lisa Davis,Jennifer Harper,0.0,['RA'],Grader
Jorge Vasquez,Jessica Davis,0.0,['TA'],Grader
Jorge Vasquez,Tony Singh,0.0,['RA'],Grader
Mark Prince,Jennifer Harper,0.0,['RA'],TA
Rebecca Peterson,Joshua Ross,0.0,['TA'],RA
Rebecca Peterson,Michael Soto,0.0,['Grader'],RA
Rebecca Peterson,Diana Parker,0.0,"['Grader', 'TA']",RA
Rebecca Peterson,Jessica Davis,0.0,['TA'],RA
Charles Jackson,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Christopher Ferguson,Michael Soto,0.0,['Grader'],TA
Juan Burke,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Juan Burke,Michael Soto,0.0,['Grader'],TA
Rebecca Peterson,Alan Butler,0.0,"['TA', 'Grader']",RA
Lisa Davis,Joshua Ross,0.0,['TA'],Grader
Lisa Davis,Jessica Davis,0.0,['TA'],Grader
Jennifer Lambert,Tony Singh,0.0,['RA'],Grader
Jennifer Lambert,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Scott James,Joshua Ross,0.0,['TA'],RA
Scott James,Michael Soto,0.0,['Grader'],RA
Michael Mckinney,Joshua Ross,0.0,['TA'],Grader
Michael Mckinney,Jessica Davis,0.0,['TA'],Grader
Crystal Cooper,Jennifer Harper,0.0,['RA'],TA
Luke Hickman,Joshua Ross,0.0,['TA'],RA
Luke Hickman,Michael Soto,0.0,['Grader'],RA
Luke Hickman,Diana Parker,0.0,"['Grader', 'TA']",RA
Luke Hickman,Jessica Davis,0.0,['TA'],RA
Luke Hickman,Alan Butler,0.0,"['TA', 'Grader']",RA
Patrick Freeman,Michael Soto,0.0,['Grader'],RA
Michael Martinez,Michael Soto,0.0,['Grader'],TA
Michael Martinez,Tony Singh,0.0,['RA'],TA
Kristine Fox,Joshua Ross,0.0,['TA'],Grader
Mark Prince,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Mark Prince,Michael Soto,0.0,['Grader'],TA
Mark Prince,Marie Wilkinson,0.0,['RA'],TA
Mark Prince,Tony Singh,0.0,['RA'],TA
Brandon Ruiz,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Brandon Ruiz,Michael Soto,0.0,['Grader'],TA
Kristine Fox,Jessica Davis,0.0,['TA'],Grader
Crystal Cooper,Tony Singh,0.0,['RA'],TA
Angela Salazar,Tony Singh,0.0,['RA'],TA
Angela Salazar,Jennifer Harper,0.0,['RA'],TA
Scott Summers,Joshua Ross,0.0,['TA'],Grader
Scott Summers,Jessica Davis,0.0,['TA'],Grader
Scott Summers,Marie Wilkinson,0.0,['RA'],Grader
Scott Summers,Tony Singh,0.0,['RA'],Grader
Scott Summers,Jennifer Harper,0.0,['RA'],Grader
Andrea Roy,Joshua Ross,0.0,['TA'],Grader
Andrea Roy,Jessica Davis,0.0,['TA'],Grader
Andrea Roy,Marie Wilkinson,0.0,['RA'],Grader
Andrea Roy,Tony Singh,0.0,['RA'],Grader
Andrea Roy,Jennifer Harper,0.0,['RA'],Grader
Cody Klein,Michael Soto,0.0,['Grader'],TA
Michael Mckinney,Tony Singh,0.0,['RA'],Grader
Michael Mckinney,Jennifer Harper,0.0,['RA'],Grader
James Hawkins,Joshua Ross,0.0,['TA'],RA
James Hawkins,Diana Parker,0.0,"['Grader', 'TA']",RA
James Hawkins,Jessica Davis,0.0,['TA'],RA
Alex Sloan,Joshua Ross,0.0,['TA'],RA
Alex Sloan,Michael Soto,0.0,['Grader'],RA
Alex Sloan,Jessica Davis,0.0,['TA'],RA
Alex Sloan,Alan Butler,0.0,"['TA', 'Grader']",RA
Cody Klein,Marie Wilkinson,0.0,['RA'],TA
Cody Klein,Tony Singh,0.0,['RA'],TA
Cody Klein,Jennifer Harper,0.0,['RA'],TA
Crystal Cooper,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Allison Moore,Joshua Ross,0.0,['TA'],RA
Allison Moore,Jessica Davis,0.0,['TA'],RA
Dr. Kim Cohen,Michael Soto,0.0,['Grader'],TA
Emily Chang,Tony Singh,0.0,['RA'],TA
Shawn Walker,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Shawn Walker,Michael Soto,0.0,['Grader'],TA
Shawn Walker,Marie Wilkinson,0.0,['RA'],TA
Shawn Walker,Tony Singh,0.0,['RA'],TA
Jeffrey Watson,Tony Singh,0.0,['RA'],Grader
Jeffrey Watson,Jennifer Harper,0.0,['RA'],Grader
Jeffrey Watson,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Douglas Rhodes,Tony Singh,0.0,['RA'],Grader
Douglas Rhodes,Jennifer Harper,0.0,['RA'],Grader
Nicole Lewis,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Nicole Lewis,Michael Soto,0.0,['Grader'],TA
Nicole Lewis,Tony Singh,0.0,['RA'],TA
Nicole Lewis,Jennifer Harper,0.0,['RA'],TA
Cody Klein,Roberto Delgado,0.0,"['RA', 'Grader']",TA
David Wolfe,Tony Singh,0.0,['RA'],Grader
David Wolfe,Jennifer Harper,0.0,['RA'],Grader
Paige Rivera MD,Michael Soto,0.0,['Grader'],RA
Kimberly White,Michael Soto,0.0,['Grader'],RA
Kimberly White,Diana Parker,0.0,"['Grader', 'TA']",RA
Kimberly White,Jessica Davis,0.0,['TA'],RA
Jeffrey Watson,Joshua Ross,0.0,['TA'],Grader
Jeffrey Watson,Jessica Davis,0.0,['TA'],Grader
Jeffrey Watson,Marie Wilkinson,0.0,['RA'],Grader
Kristine Fox,Tony Singh,0.0,['RA'],Grader
Kristine Fox,Jennifer Harper,0.0,['RA'],Grader
Paul Rogers,Jessica Davis,0.0,['TA'],Grader
Paul Rogers,Tony Singh,0.0,['RA'],Grader
Amanda Jackson,Tony Singh,0.0,['RA'],Grader
Alfred Estrada,Michael Soto,0.0,['Grader'],RA
Dr. Kim Cohen,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Peggy Chavez,Jennifer Harper,0.0,['RA'],Grader
Shawn Walker,Jennifer Harper,0.0,['RA'],TA
Dr. Kim Cohen,Marie Wilkinson,0.0,['RA'],TA
Dr. Kim Cohen,Tony Singh,0.0,['RA'],TA
Dr. Kim Cohen,Jennifer Harper,0.0,['RA'],TA
Vickie Moran,Michael Soto,0.0,['Grader'],RA
Vickie Moran,Diana Parker,0.0,"['Grader', 'TA']",RA
Vickie Moran,Jessica Davis,0.0,['TA'],RA
Joshua Clark,Joshua Ross,0.0,['TA'],RA
Joshua Clark,Michael Soto,0.0,['Grader'],RA
Joshua Clark,Diana Parker,0.0,"['Grader', 'TA']",RA
Joshua Clark,Jessica Davis,0.0,['TA'],RA
Joshua Clark,Alan Butler,0.0,"['TA', 'Grader']",RA
Bonnie Edwards,Michael Soto,0.0,['Grader'],RA
David Wolfe,Joshua Ross,0.0,['TA'],Grader
David Wolfe,Marie Wilkinson,0.0,['RA'],Grader
Chelsea Becker,Jessica Davis,0.0,['TA'],RA
Chelsea Becker,Alan Butler,0.0,"['TA', 'Grader']",RA
Justin Davis,Joshua Ross,0.0,['TA'],RA
Justin Davis,Michael Soto,0.0,['Grader'],RA
Justin Davis,Diana Parker,0.0,"['Grader', 'TA']",RA
Justin Davis,Jessica Davis,0.0,['TA'],RA
Justin Davis,Alan Butler,0.0,"['TA', 'Grader']",RA
Brian Santiago,Joshua Ross,0.0,['TA'],RA
Brian Santiago,Michael Soto,0.0,['Grader'],RA
Brian Santiago,Diana Parker,0.0,"['Grader', 'TA']",RA
Brian Santiago,Alan Butler,0.0,"['TA', 'Grader']",RA
Steven Patel,Diana Parker,0.0,"['Grader', 'TA']",RA
Peggy Chavez,Joshua Ross,0.0,['TA'],Grader
Peggy Chavez,Jessica Davis,0.0,['TA'],Grader
Peggy Chavez,Marie Wilkinson,0.0,['RA'],Grader
Peggy Chavez,Tony Singh,0.0,['RA'],Grader
Suzanne Mcintosh,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Steven Rivera,Diana Parker,0.0,"['Grader', 'TA']",RA
Steven Rivera,Jessica Davis,0.0,['TA'],RA
Steven Rivera,Alan Butler,0.0,"['TA', 'Grader']",RA
Barbara Fry,Michael Soto,0.0,['Grader'],TA
Barbara Fry,Tony Singh,0.0,['RA'],TA
Jacqueline Sullivan,Michael Soto,0.0,['Grader'],RA
Martin Valencia,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Martin Valencia,Michael Soto,0.0,['Grader'],TA
Martin Valencia,Marie Wilkinson,0.0,['RA'],TA
Jason Duncan MD,Alan Butler,0.0,"['TA', 'Grader']",RA
Juan Burke,Tony Singh,0.0,['RA'],TA
Juan Burke,Jennifer Harper,0.0,['RA'],TA
Chelsea Becker,Joshua Ross,0.0,['TA'],RA
Chelsea Becker,Michael Soto,0.0,['Grader'],RA
Chelsea Becker,Diana Parker,0.0,"['Grader', 'TA']",RA
Michael Fisher,Jessica Davis,0.0,['TA'],RA
Michael Fisher,Alan Butler,0.0,"['TA', 'Grader']",RA
Steven Rivera,Michael Soto,0.0,['Grader'],RA
Tammy Wyatt,Tony Singh,0.0,['RA'],TA
Tammy Wyatt,Jennifer Harper,0.0,['RA'],TA
Emily Chang,Michael Soto,0.0,['Grader'],TA
Michael Johnson,Joshua Ross,0.0,['TA'],Grader
Michael Johnson,Marie Wilkinson,0.0,['RA'],Grader
Michael Johnson,Tony Singh,0.0,['RA'],Grader
Michael Johnson,Jennifer Harper,0.0,['RA'],Grader
Michael Johnson,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Joseph Bush,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Joseph Bush,Michael Soto,0.0,['Grader'],TA
Joseph Bush,Marie Wilkinson,0.0,['RA'],TA
Joseph Bush,Tony Singh,0.0,['RA'],TA
Joseph Bush,Jennifer Harper,0.0,['RA'],TA
Roger Johnson,Michael Soto,0.0,['Grader'],TA
Roger Johnson,Marie Wilkinson,0.0,['RA'],TA
Roger Johnson,Tony Singh,0.0,['RA'],TA
Roger Johnson,Jennifer Harper,0.0,['RA'],TA
Carol Perkins,Michael Soto,0.0,['Grader'],RA
Martin Valencia,Tony Singh,0.0,['RA'],TA
Martin Valencia,Jennifer Harper,0.0,['RA'],TA
Gregory Roach,Joshua Ross,0.0,['TA'],Grader
Gregory Roach,Jessica Davis,0.0,['TA'],Grader
Gregory Roach,Marie Wilkinson,0.0,['RA'],Grader
Anna Scott,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Anna Scott,Marie Wilkinson,0.0,['RA'],TA
Anna Scott,Tony Singh,0.0,['RA'],TA
Anna Scott,Jennifer Harper,0.0,['RA'],TA
Michael Fisher,Joshua Ross,0.0,['TA'],RA
Michael Fisher,Michael Soto,0.0,['Grader'],RA
Matthew Mckinney,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Suzanne Mcintosh,Michael Soto,0.0,['Grader'],TA
Suzanne Mcintosh,Marie Wilkinson,0.0,['RA'],TA
Suzanne Mcintosh,Tony Singh,0.0,['RA'],TA
Suzanne Mcintosh,Jennifer Harper,0.0,['RA'],TA
James Carter,Joshua Ross,0.0,['TA'],RA
James Carter,Michael Soto,0.0,['Grader'],RA
James Carter,Diana Parker,0.0,"['Grader', 'TA']",RA
James Carter,Jessica Davis,0.0,['TA'],RA
James Carter,Alan Butler,0.0,"['TA', 'Grader']",RA
Tammy Wyatt,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Tammy Wyatt,Marie Wilkinson,0.0,['RA'],TA
Matthew Mckinney,Marie Wilkinson,0.0,['RA'],TA
Maria Banks,Tony Singh,0.0,['RA'],TA
Maria Banks,Jennifer Harper,0.0,['RA'],TA
Roger Johnson,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Kevin Castaneda DDS,Marie Wilkinson,0.0,['RA'],Grader
David Rush,Roberto Delgado,0.0,"['RA', 'Grader']",TA
David Rush,Michael Soto,0.0,['Grader'],TA
David Rush,Marie Wilkinson,0.0,['RA'],TA
David Rush,Tony Singh,0.0,['RA'],TA
David Rush,Jennifer Harper,0.0,['RA'],TA
Richard Cantu,Tony Singh,0.0,['RA'],Grader
Richard Cantu,Jennifer Harper,0.0,['RA'],Grader
Maria Banks,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Maria Banks,Michael Soto,0.0,['Grader'],TA
Gregory Roach,Tony Singh,0.0,['RA'],Grader
Gregory Roach,Jennifer Harper,0.0,['RA'],Grader
Nicole Davis,Michael Soto,0.0,['Grader'],RA
Nicole Davis,Diana Parker,0.0,"['Grader', 'TA']",RA
Nicole Davis,Jessica Davis,0.0,['TA'],RA
Nicole Davis,Alan Butler,0.0,"['TA', 'Grader']",RA
Matthew Mckinney,Tony Singh,0.0,['RA'],TA
Matthew Mckinney,Jennifer Harper,0.0,['RA'],TA
Terry Harris,Joshua Ross,0.0,['TA'],RA
Terry Harris,Michael Soto,0.0,['Grader'],RA
Terry Harris,Diana Parker,0.0,"['Grader', 'TA']",RA
Terry Harris,Jessica Davis,0.0,['TA'],RA
Terry Harris,Alan Butler,0.0,"['TA', 'Grader']",RA
Maria Wu,Joshua Ross,0.0,['TA'],RA
Maria Wu,Michael Soto,0.0,['Grader'],RA
Maria Wu,Diana Parker,0.0,"['Grader', 'TA']",RA
Scott Romero,Jennifer Harper,0.0,['RA'],Grader
Miguel Brown,Jessica Davis,0.0,['TA'],Grader
Miguel Brown,Tony Singh,0.0,['RA'],Grader
Miguel Brown,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Kevin Castaneda DDS,Joshua Ross,0.0,['TA'],Grader
Kevin Castaneda DDS,Jessica Davis,0.0,['TA'],Grader
Alexandria Shields,Alan Butler,0.0,"['TA', 'Grader']",RA
Laura Gray,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Laura Gray,Tony Singh,0.0,['RA'],TA
Laura Gray,Jennifer Harper,0.0,['RA'],TA
Ashley Cooper,Joshua Ross,0.0,['TA'],RA
Ashley Cooper,Michael Soto,0.0,['Grader'],RA
Ashley Cooper,Jessica Davis,0.0,['TA'],RA
Ashley Cooper,Alan Butler,0.0,"['TA', 'Grader']",RA
Russell Mason,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Russell Mason,Michael Soto,0.0,['Grader'],TA
Russell Mason,Tony Singh,0.0,['RA'],TA
Chad Oconnell,Michael Soto,0.0,['Grader'],RA
Chad Oconnell,Diana Parker,0.0,"['Grader', 'TA']",RA
Chad Oconnell,Jessica Davis,0.0,['TA'],RA
Brittney Arnold,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Brittney Arnold,Michael Soto,0.0,['Grader'],TA
Brittney Arnold,Jennifer Harper,0.0,['RA'],TA
Russell Mason,Jennifer Harper,0.0,['RA'],TA
Ryan Collins Jr.,Jessica Davis,0.0,['TA'],Grader
Ryan Collins Jr.,Tony Singh,0.0,['RA'],Grader
Ryan Collins Jr.,Jennifer Harper,0.0,['RA'],Grader
Angela Johnson,Michael Soto,0.0,['Grader'],RA
Tara Ayers,Jennifer Harper,0.0,['RA'],TA
Maria Wu,Alan Butler,0.0,"['TA', 'Grader']",RA
Melissa Escobar,Joshua Ross,0.0,['TA'],RA
Melissa Escobar,Michael Soto,0.0,['Grader'],RA
Melissa Escobar,Diana Parker,0.0,"['Grader', 'TA']",RA
Melissa Escobar,Jessica Davis,0.0,['TA'],RA
Melissa Escobar,Alan Butler,0.0,"['TA', 'Grader']",RA
Alexandria Shields,Michael Soto,0.0,['Grader'],RA
Alexandria Shields,Diana Parker,0.0,"['Grader', 'TA']",RA
Alexandria Shields,Jessica Davis,0.0,['TA'],RA
Alexis Simmons,Jessica Davis,0.0,['TA'],RA
Megan Ramirez,Jessica Davis,0.0,['TA'],Grader
Megan Ramirez,Marie Wilkinson,0.0,['RA'],Grader
Megan Ramirez,Tony Singh,0.0,['RA'],Grader
Megan Ramirez,Jennifer Harper,0.0,['RA'],Grader
Brittany Mills,Joshua Ross,0.0,['TA'],RA
Brittany Mills,Diana Parker,0.0,"['Grader', 'TA']",RA
Brittany Mills,Jessica Davis,0.0,['TA'],RA
Scott Romero,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Angel Thornton DVM,Jessica Davis,0.0,['TA'],Grader
Angel Thornton DVM,Tony Singh,0.0,['RA'],Grader
Angel Thornton DVM,Jennifer Harper,0.0,['RA'],Grader
Jason Duncan MD,Joshua Ross,0.0,['TA'],RA
Jason Duncan MD,Michael Soto,0.0,['Grader'],RA
Brittney Arnold,Marie Wilkinson,0.0,['RA'],TA
Brittney Arnold,Tony Singh,0.0,['RA'],TA
Wayne Carrillo,Joshua Ross,0.0,['TA'],RA
Wayne Carrillo,Michael Soto,0.0,['Grader'],RA
Lisa Mills,Michael Soto,0.0,['Grader'],RA
Laura Moore,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Laura Moore,Marie Wilkinson,0.0,['RA'],TA
Laura Moore,Tony Singh,0.0,['RA'],TA
Laura Moore,Jennifer Harper,0.0,['RA'],TA
Caitlyn Nelson,Michael Soto,0.0,['Grader'],TA
Caitlyn Nelson,Tony Singh,0.0,['RA'],TA
Wayne Carrillo,Jessica Davis,0.0,['TA'],RA
Wayne Carrillo,Alan Butler,0.0,"['TA', 'Grader']",RA
Megan Ramirez,Joshua Ross,0.0,['TA'],Grader
Kimberly Reese MD,Michael Soto,0.0,['Grader'],RA
Kimberly Reese MD,Jessica Davis,0.0,['TA'],RA
Alexis Simmons,Joshua Ross,0.0,['TA'],RA
Alexis Simmons,Michael Soto,0.0,['Grader'],RA
Cynthia Jensen,Marie Wilkinson,0.0,['RA'],TA
Tara Ayers,Marie Wilkinson,0.0,['RA'],TA
Tara Ayers,Tony Singh,0.0,['RA'],TA
Gregory Martin,Joshua Ross,0.0,['TA'],RA
Gregory Martin,Michael Soto,0.0,['Grader'],RA
Gregory Martin,Alan Butler,0.0,"['TA', 'Grader']",RA
Maria Carroll,Michael Soto,0.0,['Grader'],RA
Peter Taylor,Michael Soto,0.0,['Grader'],RA
Peter Taylor,Diana Parker,0.0,"['Grader', 'TA']",RA
Peter Taylor,Jessica Davis,0.0,['TA'],RA
Peter Taylor,Alan Butler,0.0,"['TA', 'Grader']",RA
Timothy Holland,Joshua Ross,0.0,['TA'],Grader
Barry Mitchell,Jennifer Harper,0.0,['RA'],TA
Jason Melton,Michael Soto,0.0,['Grader'],RA
Jason Melton,Diana Parker,0.0,"['Grader', 'TA']",RA
Jason Melton,Jessica Davis,0.0,['TA'],RA
Cynthia Jensen,Tony Singh,0.0,['RA'],TA
Cynthia Jensen,Jennifer Harper,0.0,['RA'],TA
David Gardner,Joshua Ross,0.0,['TA'],RA
David Gardner,Diana Parker,0.0,"['Grader', 'TA']",RA
Kara Foster,Joshua Ross,0.0,['TA'],Grader
Kara Foster,Jessica Davis,0.0,['TA'],Grader
Kara Foster,Marie Wilkinson,0.0,['RA'],Grader
Brett Williams,Joshua Ross,0.0,['TA'],RA
Barry Mitchell,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Barry Mitchell,Michael Soto,0.0,['Grader'],TA
Barry Mitchell,Tony Singh,0.0,['RA'],TA
Kevin Castaneda DDS,Tony Singh,0.0,['RA'],Grader
Kevin Castaneda DDS,Jennifer Harper,0.0,['RA'],Grader
Alexis Simmons,Alan Butler,0.0,"['TA', 'Grader']",RA
Cynthia Jensen,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Cynthia Jensen,Michael Soto,0.0,['Grader'],TA
Christopher Mcdonald,Tony Singh,0.0,['RA'],TA
Christopher Mcdonald,Jennifer Harper,0.0,['RA'],TA
Kimberly Sanchez,Joshua Ross,0.0,['TA'],RA
Kimberly Sanchez,Michael Soto,0.0,['Grader'],RA
Carl Jordan,Joshua Ross,0.0,['TA'],Grader
Carl Jordan,Tony Singh,0.0,['RA'],Grader
Elizabeth Burns,Alan Butler,0.0,"['TA', 'Grader']",RA
Scott Frazier,Joshua Ross,0.0,['TA'],Grader
Scott Frazier,Jessica Davis,0.0,['TA'],Grader
Scott Frazier,Marie Wilkinson,0.0,['RA'],Grader
Scott Frazier,Tony Singh,0.0,['RA'],Grader
Scott Frazier,Jennifer Harper,0.0,['RA'],Grader
Scott Frazier,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Kimberly Sanchez,Diana Parker,0.0,"['Grader', 'TA']",RA
Kimberly Sanchez,Jessica Davis,0.0,['TA'],RA
Kimberly Sanchez,Alan Butler,0.0,"['TA', 'Grader']",RA
Todd Bowen,Joshua Ross,0.0,['TA'],Grader
Todd Bowen,Marie Wilkinson,0.0,['RA'],Grader
Todd Bowen,Tony Singh,0.0,['RA'],Grader
Todd Bowen,Jennifer Harper,0.0,['RA'],Grader
Marissa White,Joshua Ross,0.0,['TA'],Grader
Judith Cherry,Jessica Davis,0.0,['TA'],Grader
Dustin Lowe,Tony Singh,0.0,['RA'],TA
Dustin Lowe,Jennifer Harper,0.0,['RA'],TA
Kristen Clay,Joshua Ross,0.0,['TA'],RA
Kristen Clay,Michael Soto,0.0,['Grader'],RA
Kristen Clay,Diana Parker,0.0,"['Grader', 'TA']",RA
Kristen Clay,Jessica Davis,0.0,['TA'],RA
Kristen Clay,Alan Butler,0.0,"['TA', 'Grader']",RA
Christopher Mcdonald,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Christopher Mcdonald,Michael Soto,0.0,['Grader'],TA
Christopher Mcdonald,Marie Wilkinson,0.0,['RA'],TA
Carl Jordan,Jennifer Harper,0.0,['RA'],Grader
Carl Jordan,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Katherine Burgess,Joshua Ross,0.0,['TA'],RA
Katherine Burgess,Michael Soto,0.0,['Grader'],RA
Katherine Burgess,Diana Parker,0.0,"['Grader', 'TA']",RA
Katherine Burgess,Jessica Davis,0.0,['TA'],RA
Katherine Burgess,Alan Butler,0.0,"['TA', 'Grader']",RA
Susan Harris,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Antonio Ramirez MD,Marie Wilkinson,0.0,['RA'],Grader
Antonio Ramirez MD,Tony Singh,0.0,['RA'],Grader
Antonio Ramirez MD,Jennifer Harper,0.0,['RA'],Grader
Antonio Ramirez MD,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Dustin Lowe,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Kara Foster,Tony Singh,0.0,['RA'],Grader
Kara Foster,Jennifer Harper,0.0,['RA'],Grader
Kara Foster,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Scott Romero,Jessica Davis,0.0,['TA'],Grader
Scott Romero,Marie Wilkinson,0.0,['RA'],Grader
Scott Romero,Tony Singh,0.0,['RA'],Grader
Marissa White,Jessica Davis,0.0,['TA'],Grader
Marissa White,Marie Wilkinson,0.0,['RA'],Grader
Clinton Howard,Marie Wilkinson,0.0,['RA'],TA
Clinton Howard,Tony Singh,0.0,['RA'],TA
Clinton Howard,Jennifer Harper,0.0,['RA'],TA
Brandon Perez,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Brandon Perez,Michael Soto,0.0,['Grader'],TA
Brandon Perez,Tony Singh,0.0,['RA'],TA
Brandon Perez,Jennifer Harper,0.0,['RA'],TA
Antonio Ramirez MD,Joshua Ross,0.0,['TA'],Grader
Nicole Byrd,Michael Soto,0.0,['Grader'],RA
Nicole Byrd,Diana Parker,0.0,"['Grader', 'TA']",RA
Nicole Byrd,Jessica Davis,0.0,['TA'],RA
Jesse Ruiz,Diana Parker,0.0,"['Grader', 'TA']",RA
Clinton Howard,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Timothy Holland,Jessica Davis,0.0,['TA'],Grader
Timothy Holland,Marie Wilkinson,0.0,['RA'],Grader
Timothy Holland,Tony Singh,0.0,['RA'],Grader
Timothy Holland,Jennifer Harper,0.0,['RA'],Grader
Timothy Holland,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Amber George,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Amber George,Michael Soto,0.0,['Grader'],TA
