student,professor,score,reasons
Gary Luna,Nicole Payne,30,matched desired role: TA
Gary Luna,Christopher Lee DVM,30,matched desired role: TA
Gary Luna,Jeffrey Weiss,30,matched desired role: TA
Gary Luna,Jason Smith,30,matched desired role: TA
Gary Luna,Casey Nunez,70,shared interest in Criminal Justice Reform; matched desired role: TA
Gary Luna,John Dawson,30,matched desired role: TA
Gary Luna,Adrienne Miles,30,matched desired role: TA
Gary Luna,Alan Butler,30,matched desired role: TA
Gary Luna,Jessica Davis,30,matched desired role: TA
Gary Luna,Diana Parker,30,matched desired role: TA
Gary Luna,Joshua Ross,30,matched desired role: TA
Gary Luna,Patrick Dillon,40,shared interest in Criminal Justice Reform
Gary Luna,Dr. Kristin Baldwin,30,matched desired role: TA
Gary Luna,Courtney Pitts,30,matched desired role: TA
Gary Luna,Karen Price,30,matched desired role: TA
Gary Luna,Elizabeth Perry,30,matched desired role: TA
Gary Luna,Betty Silva,30,matched desired role: TA
Gary Luna,Jane Mckenzie,30,matched desired role: TA
Gary Luna,Amber Smith MD,30,matched desired role: TA
Gary Luna,Paul Robinson,70,shared interest in Criminal Justice Reform; matched desired role: TA
Gary Luna,Christopher Bennett,40,shared interest in Criminal Justice Reform
Gary Luna,Rebecca Terry,30,matched desired role: TA
Gary Luna,Andrea Hart,30,matched desired role: TA
Gary Luna,David Stokes,30,matched desired role: TA
Daniel Mitchell DDS,Steven Parker,70,shared interest in Climate Change Modeling; matched desired role: Grader
Daniel Mitchell DDS,Beth Taylor,30,matched desired role: Grader
Daniel Mitchell DDS,Chelsea Wallace,30,matched desired role: Grader
Daniel Mitchell DDS,Jessica Wood,30,matched desired role: Grader
Daniel Mitchell DDS,Kimberly Friedman,30,matched desired role: Grader
Daniel Mitchell DDS,Michael Matthews,30,matched desired role: Grader
Daniel Mitchell DDS,Scott Foster PhD,30,matched desired role: Grader
Daniel Mitchell DDS,Shawn Medina,70,shared interest in Climate Change Modeling; matched desired role: Grader
Daniel Mitchell DDS,Mercedes Francis,30,matched desired role: Grader
Daniel Mitchell DDS,Shannon Reyes,30,matched desired role: Grader
Daniel Mitchell DDS,John Dawson,30,matched desired role: Grader
Daniel Mitchell DDS,Jeanne Clark,30,matched desired role: Grader
Daniel Mitchell DDS,Victoria Oliver,30,matched desired role: Grader
Daniel Mitchell DDS,Alan Butler,30,matched desired role: Grader
Daniel Mitchell DDS,Diana Parker,30,matched desired role: Grader
Daniel Mitchell DDS,Michael Soto,30,matched desired role: Grader
Daniel Mitchell DDS,Roberto Delgado,30,matched desired role: Grader
Daniel Mitchell DDS,Courtney Pitts,30,matched desired role: Grader
Daniel Mitchell DDS,Karen Price,40,shared interest in Climate Change Modeling
Daniel Mitchell DDS,Brenda Thomas,30,matched desired role: Grader
Daniel Mitchell DDS,Stephanie Hall,70,shared interest in Climate Change Modeling; matched desired role: Grader
Daniel Mitchell DDS,Paul Robinson,70,shared interest in Climate Change Modeling; matched desired role: Grader
Daniel Mitchell DDS,Jamie Bowen,30,matched desired role: Grader
Daniel Mitchell DDS,Anthony Ruiz,30,matched desired role: Grader
Daniel Mitchell DDS,Christopher Bennett,30,matched desired role: Grader
Daniel Mitchell DDS,Rebecca Terry,30,matched desired role: Grader
Daniel Mitchell DDS,Bradley Elliott,30,matched desired role: Grader
Daniel Mitchell DDS,Heather Mckinney,30,matched desired role: Grader
Daniel Mitchell DDS,Brenda Marquez,30,matched desired role: Grader
Reginald Smith,Christopher Smith,30,matched desired role: TA
Reginald Smith,Steven Parker,70,shared interest in Climate Change Modeling; matched desired role: TA
Reginald Smith,Chelsea Wallace,30,matched desired role: TA
Reginald Smith,Jessica Wood,30,matched desired role: TA
Reginald Smith,Kimberly Friedman,30,matched desired role: TA
Reginald Smith,Ashley Washington,30,matched desired role: TA
Reginald Smith,Nicole Payne,30,matched desired role: TA
Reginald Smith,Christopher Lee DVM,30,matched desired role: TA
Reginald Smith,Jeffrey Weiss,30,matched desired role: TA
Reginald Smith,Shawn Medina,40,shared interest in Climate Change Modeling
Reginald Smith,Jason Smith,30,matched desired role: TA
Reginald Smith,Casey Nunez,30,matched desired role: TA
Reginald Smith,John Dawson,30,matched desired role: TA
Reginald Smith,Adrienne Miles,30,matched desired role: TA
Reginald Smith,Alan Butler,30,matched desired role: TA
Reginald Smith,Jessica Davis,30,matched desired role: TA
Reginald Smith,Diana Parker,30,matched desired role: TA
Reginald Smith,Joshua Ross,30,matched desired role: TA
Reginald Smith,Dr. Kristin Baldwin,30,matched desired role: TA
Reginald Smith,Courtney Pitts,30,matched desired role: TA
Reginald Smith,Karen Price,70,shared interest in Climate Change Modeling; matched desired role: TA
Reginald Smith,Elizabeth Perry,30,matched desired role: TA
Reginald Smith,Betty Silva,30,matched desired role: TA
Reginald Smith,Stephanie Hall,40,shared interest in Climate Change Modeling
Reginald Smith,Jane Mckenzie,30,matched desired role: TA
Reginald Smith,Amber Smith MD,30,matched desired role: TA
Reginald Smith,Paul Robinson,70,shared interest in Climate Change Modeling; matched desired role: TA
Reginald Smith,Rebecca Terry,30,matched desired role: TA
Reginald Smith,Andrea Hart,30,matched desired role: TA
Reginald Smith,David Stokes,30,matched desired role: TA
Donna Pearson,Christopher Smith,30,matched desired role: TA
Donna Pearson,Steven Parker,30,matched desired role: TA
Donna Pearson,Chelsea Wallace,30,matched desired role: TA
Donna Pearson,Jessica Wood,30,matched desired role: TA
Donna Pearson,Kimberly Friedman,30,matched desired role: TA
Donna Pearson,Ashley Washington,30,matched desired role: TA
Donna Pearson,Nicole Payne,30,matched desired role: TA
Donna Pearson,Christopher Lee DVM,30,matched desired role: TA
Donna Pearson,Jeffrey Weiss,30,matched desired role: TA
Donna Pearson,Jason Smith,30,matched desired role: TA
Donna Pearson,Casey Nunez,30,matched desired role: TA
Donna Pearson,John Dawson,30,matched desired role: TA
Donna Pearson,Adrienne Miles,30,matched desired role: TA
Donna Pearson,Alan Butler,30,matched desired role: TA
Donna Pearson,Jessica Davis,30,matched desired role: TA
Donna Pearson,Diana Parker,30,matched desired role: TA
Donna Pearson,Joshua Ross,30,matched desired role: TA
Donna Pearson,Dr. Kristin Baldwin,30,matched desired role: TA
Donna Pearson,Courtney Pitts,30,matched desired role: TA
Donna Pearson,Karen Price,30,matched desired role: TA
Donna Pearson,Elizabeth Perry,30,matched desired role: TA
Donna Pearson,Betty Silva,30,matched desired role: TA
Donna Pearson,Jane Mckenzie,30,matched desired role: TA
Donna Pearson,Amber Smith MD,30,matched desired role: TA
Donna Pearson,Paul Robinson,30,matched desired role: TA
Donna Pearson,Rebecca Terry,30,matched desired role: TA
Donna Pearson,Andrea Hart,30,matched desired role: TA
Donna Pearson,David Stokes,30,matched desired role: TA
Beth Douglas,Steven Parker,30,matched desired role: Grader
Beth Douglas,Beth Taylor,30,matched desired role: Grader
Beth Douglas,Chelsea Wallace,30,matched desired role: Grader
Beth Douglas,Jessica Wood,30,matched desired role: Grader
Beth Douglas,Kimberly Friedman,30,matched desired role: Grader
Beth Douglas,Michael Matthews,30,matched desired role: Grader
Beth Douglas,Scott Foster PhD,30,matched desired role: Grader
Beth Douglas,Shawn Medina,30,matched desired role: Grader
Beth Douglas,Jason Smith,40,shared interest in Genomics
Beth Douglas,Mercedes Francis,30,matched desired role: Grader
Beth Douglas,Shannon Reyes,70,shared interest in Genomics; matched desired role: Grader
Beth Douglas,John Dawson,30,matched desired role: Grader
Beth Douglas,Jeanne Clark,30,matched desired role: Grader
Beth Douglas,Victoria Oliver,30,matched desired role: Grader
Beth Douglas,Alan Butler,30,matched desired role: Grader
Beth Douglas,Diana Parker,30,matched desired role: Grader
Beth Douglas,Michael Soto,30,matched desired role: Grader
Beth Douglas,Roberto Delgado,30,matched desired role: Grader
Beth Douglas,Courtney Pitts,30,matched desired role: Grader
Beth Douglas,Brenda Thomas,30,matched desired role: Grader
Beth Douglas,Betty Silva,40,shared interest in Genomics
Beth Douglas,Stephanie Hall,30,matched desired role: Grader
Beth Douglas,Jane Mckenzie,40,shared interest in Genomics
Beth Douglas,Paul Robinson,30,matched desired role: Grader
Beth Douglas,Jamie Bowen,30,matched desired role: Grader
Beth Douglas,Anthony Ruiz,30,matched desired role: Grader
Beth Douglas,Christopher Bennett,30,matched desired role: Grader
Beth Douglas,Rebecca Terry,30,matched desired role: Grader
Beth Douglas,Andrea Hart,40,shared interest in Genomics
Beth Douglas,Bradley Elliott,30,matched desired role: Grader
Beth Douglas,Heather Mckinney,30,matched desired role: Grader
Beth Douglas,Brenda Marquez,70,shared interest in Genomics; matched desired role: Grader
Edward Henderson,Christopher Smith,30,matched desired role: TA
Edward Henderson,Steven Parker,30,matched desired role: TA
Edward Henderson,Chelsea Wallace,30,matched desired role: TA
Edward Henderson,Jessica Wood,30,matched desired role: TA
Edward Henderson,Kimberly Friedman,30,matched desired role: TA
Edward Henderson,Ashley Washington,30,matched desired role: TA
Edward Henderson,Nicole Payne,30,matched desired role: TA
Edward Henderson,Christopher Lee DVM,30,matched desired role: TA
Edward Henderson,Jeffrey Weiss,30,matched desired role: TA
Edward Henderson,Jason Smith,70,shared interest in Genomics; matched desired role: TA
Edward Henderson,Casey Nunez,30,matched desired role: TA
Edward Henderson,Shannon Reyes,40,shared interest in Genomics
Edward Henderson,John Dawson,30,matched desired role: TA
Edward Henderson,Adrienne Miles,30,matched desired role: TA
Edward Henderson,Alan Butler,30,matched desired role: TA
Edward Henderson,Jessica Davis,30,matched desired role: TA
Edward Henderson,Diana Parker,30,matched desired role: TA
Edward Henderson,Joshua Ross,30,matched desired role: TA
Edward Henderson,Dr. Kristin Baldwin,30,matched desired role: TA
Edward Henderson,Courtney Pitts,30,matched desired role: TA
Edward Henderson,Karen Price,30,matched desired role: TA
Edward Henderson,Elizabeth Perry,30,matched desired role: TA
Edward Henderson,Betty Silva,70,shared interest in Genomics; matched desired role: TA
Edward Henderson,Jane Mckenzie,70,shared interest in Genomics; matched desired role: TA
Edward Henderson,Amber Smith MD,30,matched desired role: TA
Edward Henderson,Paul Robinson,30,matched desired role: TA
Edward Henderson,Rebecca Terry,30,matched desired role: TA
Edward Henderson,Andrea Hart,70,shared interest in Genomics; matched desired role: TA
Edward Henderson,David Stokes,30,matched desired role: TA
Edward Henderson,Brenda Marquez,40,shared interest in Genomics
Carly Stevens,Christopher Smith,30,matched desired role: RA
Carly Stevens,Beth Taylor,30,matched desired role: RA
Carly Stevens,Christopher Lee DVM,30,matched desired role: RA
Carly Stevens,Scott Foster PhD,30,matched desired role: RA
Carly Stevens,Mercedes Francis,30,matched desired role: RA
Carly Stevens,Casey Nunez,30,matched desired role: RA
Carly Stevens,Shannon Reyes,30,matched desired role: RA
Carly Stevens,Jeanne Clark,30,matched desired role: RA
Carly Stevens,Victoria Oliver,30,matched desired role: RA
Carly Stevens,Adrienne Miles,30,matched desired role: RA
Carly Stevens,Jennifer Harper,30,matched desired role: RA
Carly Stevens,Tony Singh,30,matched desired role: RA
Carly Stevens,Marie Wilkinson,30,matched desired role: RA
Carly Stevens,Roberto Delgado,30,matched desired role: RA
Carly Stevens,Patrick Dillon,30,matched desired role: RA
Carly Stevens,Brenda Thomas,30,matched desired role: RA
Austin Rich,Steven Parker,30,matched desired role: Grader
Austin Rich,Beth Taylor,30,matched desired role: Grader
Austin Rich,Chelsea Wallace,30,matched desired role: Grader
Austin Rich,Jessica Wood,30,matched desired role: Grader
Austin Rich,Kimberly Friedman,30,matched desired role: Grader
Austin Rich,Michael Matthews,30,matched desired role: Grader
Austin Rich,Scott Foster PhD,35,skill overlap: Natural Language Processing; matched desired role: Grader
Austin Rich,Shawn Medina,30,matched desired role: Grader
Austin Rich,Mercedes Francis,30,matched desired role: Grader
Austin Rich,Casey Nunez,5,skill overlap: Natural Language Processing
Austin Rich,Shannon Reyes,30,matched desired role: Grader
Austin Rich,John Dawson,30,matched desired role: Grader
Austin Rich,Jeanne Clark,30,matched desired role: Grader
Austin Rich,Victoria Oliver,30,matched desired role: Grader
Austin Rich,Alan Butler,30,matched desired role: Grader
Austin Rich,Jessica Davis,5,skill overlap: Natural Language Processing
Austin Rich,Diana Parker,30,matched desired role: Grader
Austin Rich,Michael Soto,30,matched desired role: Grader
Austin Rich,Joshua Ross,5,skill overlap: Natural Language Processing
Austin Rich,Roberto Delgado,30,matched desired role: Grader
Austin Rich,Courtney Pitts,30,matched desired role: Grader
Austin Rich,Brenda Thomas,30,matched desired role: Grader
Austin Rich,Stephanie Hall,30,matched desired role: Grader
Austin Rich,Paul Robinson,30,matched desired role: Grader
Austin Rich,Jamie Bowen,30,matched desired role: Grader
Austin Rich,Anthony Ruiz,35,skill overlap: Natural Language Processing; matched desired role: Grader
Austin Rich,Christopher Bennett,30,matched desired role: Grader
Austin Rich,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: Grader
Austin Rich,Bradley Elliott,30,matched desired role: Grader
Austin Rich,David Stokes,5,skill overlap: Natural Language Processing
Austin Rich,Heather Mckinney,30,matched desired role: Grader
Austin Rich,Brenda Marquez,30,matched desired role: Grader
Colleen Salazar,Christopher Smith,30,matched desired role: RA
Colleen Salazar,Beth Taylor,30,matched desired role: RA
Colleen Salazar,Christopher Lee DVM,30,matched desired role: RA
Colleen Salazar,Scott Foster PhD,30,matched desired role: RA
Colleen Salazar,Jason Smith,40,shared interest in Genomics
Colleen Salazar,Mercedes Francis,30,matched desired role: RA
Colleen Salazar,Casey Nunez,30,matched desired role: RA
Colleen Salazar,Shannon Reyes,70,shared interest in Genomics; matched desired role: RA
Colleen Salazar,Jeanne Clark,30,matched desired role: RA
Colleen Salazar,Victoria Oliver,30,matched desired role: RA
Colleen Salazar,Adrienne Miles,30,matched desired role: RA
Colleen Salazar,Jennifer Harper,30,matched desired role: RA
Colleen Salazar,Tony Singh,30,matched desired role: RA
Colleen Salazar,Marie Wilkinson,30,matched desired role: RA
Colleen Salazar,Roberto Delgado,30,matched desired role: RA
Colleen Salazar,Patrick Dillon,30,matched desired role: RA
Colleen Salazar,Brenda Thomas,30,matched desired role: RA
Colleen Salazar,Betty Silva,40,shared interest in Genomics
